Gene,Label,Func_likelihood,Fam_size,Max_id_paralog,WGD_alpha,WGD_beta_gamma,Dup_recent,Dup_tandem,Singleton,Max_PCC_GM_abiotic,Max_PCC_SM_abiotic,Max_PCC_GM_biotic,Max_PCC_SM_biotic,Max_PCC_GM_hormone,Max_PCC_SM_hormone,Expr_med_dev,Expr_max_dev,Expr_breadth_dev
AT4G33040,unknown,0.99,27,62.83,0,1,0,0,0,0.911,0.807,0.895,0.873,0.874,0.854,78.53154825,3219.505457,48
AT5G63810,unknown,1,18,54.46,1,0,0,1,0,0.937,0.914,0.939,0.902,0.87,0.797,257.7430371,938.800893,63
AT1G13680,unknown,0.697,5,51.52,0,0,0,0,0,0.895,0.91,0.912,0.908,0.561,0.605,4.838643161,37.75488331,2
AT1G78060,unknown,,16,51.24,0,0,0,0,0,0.818,0.87,0.914,0.868,0.853,0.861,400.2672007,2408.965054,60
AT3G26130,unknown,0.81,5,53.12,0,0,0,1,0,0.923,0.872,0.953,0.972,0.83,0.764,6.269892609,226.7404506,1
AT2G17650,unknown,0.83,31,63.67,1,0,0,0,0,0.821,0.808,0.898,0.771,0.886,0.835,51.76657286,390.29715,64
AT2G43020,unknown,,9,84.73,0,1,0,0,0,0.63,0.579,0.873,0.887,0.915,0.905,443.9200454,1598.760014,64
AT5G24810,unknown,,17,31.23,0,0,,,,0.836,0.737,0.822,0.779,0.865,0.792,468.899607,1916.821952,64
AT2G41510,unknown,0.75,8,60.07,0,0,0,0,0,0.824,0.747,0.976,0.941,0.922,0.702,4.4170108,125.3162826,3
AT1G64390,unknown,0.99,25,77.19,0,0,0,0,0,0.816,0.804,0.937,0.902,0.844,0.691,459.862039,2558.725521,62
AT2G03010,unknown,,,,0,0,0,0,,,,,,,,,,
AT4G21990,unknown,,3,82.73,1,0,0,0,0,0.583,0.845,0.705,0.865,0.77,0.613,605.9846587,2714.426812,64
AT1G75450,unknown,,8,53.69,1,0,0,0,0,0.741,0.622,0.896,0.753,0.839,0.663,54.7932829,495.6579997,59
AT1G31690,unknown,0.46,10,80.59,1,0,0,1,0,0.912,0.751,0.807,0.864,0.826,0.628,6.294481618,1219.933279,22
AT1G52700,unknown,0.84,13,80.29,1,0,0,1,0,0.568,0.492,0.863,0.835,0.683,0.59,18.55998235,135.5189575,25
AT5G41900,unknown,0.86,5,75.26,0,0,0,0,0,0.813,0.701,0.815,0.739,0.939,0.777,14.86173504,82.68456123,16
AT3G06500,unknown,1,9,72.31,1,0,0,0,0,0.809,0.647,0.866,0.874,0.941,0.896,533.1541511,2503.911402,64
AT5G62620,unknown,1,7,69.28,0,1,0,0,0,0.794,0.632,0.898,0.855,0.85,0.771,113.1526741,1568.115087,63
AT5G43910,unknown,,2,57.3,0,0,,,,0.84,0.733,0.876,0.701,0.777,0.663,55.86744195,252.0502489,61
AT3G62000,unknown,0.98,7,75,0,0,0,0,0,0.75,0.695,0.859,0.645,0.752,0.77,64.42167454,218.1748226,57
AT3G56090,unknown,0.99,4,83.43,0,0,0,0,0,0.759,0.603,0.732,0.665,0.887,0.811,1180.307134,4423.008165,64
AT5G27550,unknown,,23,56.56,1,0,0,0,0,0.63,0.672,0.884,0.82,0.817,0.776,39.78501448,129.3424411,55
AT2G46500,unknown,0.92,8,64.98,0,0,0,0,0,0.889,0.848,0.889,0.801,0.896,0.775,524.6981983,7247.328532,64
AT5G43860,unknown,0.63,2,44.3,0,0,0,0,1,0.797,0.742,0.753,0.603,0.783,0.785,31.42425157,266.5725197,48
AT1G77760,unknown,0.98,12,75.84,0,0,0,0,0,0.717,0.536,0.864,0.797,0.78,0.679,1186.574252,7875.833627,64
AT1G13210,unknown,0.99,12,86.85,1,0,0,0,0,0.905,0.761,0.94,0.845,0.791,0.854,71.78958428,558.7650753,55
AT2G45630,unknown,0.96,11,61.98,NA,NA,,,,0.739,0.59,0.688,0.723,0.854,0.786,40.83646464,111.4702209,54
AT5G10830,unknown,,6,66.92,1,0,0,0,0,0.577,0.591,0.76,0.728,0.877,0.876,54.0554016,942.9325596,63
AT5G66170,unknown,0.86,5,50.89,0,0,,,,0.838,0.81,0.931,0.932,0.782,0.844,68.26706869,2225.232814,56
AT5G62670,unknown,,28,94.65,NA,NA,0,0,0,0.785,0.744,0.891,0.913,0.875,0.748,823.3822177,3422.740972,64
AT2G37040,unknown,1,4,90.76,0,0,0,0,0,0.863,0.794,0.869,0.92,0.727,0.746,1187.430433,9837.997547,64
AT1G67560,unknown,1,6,52.56,0,0,0,0,0,0.641,0.652,0.85,0.798,0.898,0.898,278.9036846,2486.076318,62
AT1G59950,unknown,0.25,10,86.5,0,0,0,1,0,0.731,0.695,0.952,0.894,0.566,0.526,9.435012253,33.76610808,2
AT5G44990,unknown,0.19,4,74.29,0,0,0,1,,0.853,0.825,0.799,0.779,0.744,0.649,6.81429802,33.43878394,1
AT1G74420,unknown,,11,47.19,0,0,,,,0.662,0.732,0.724,0.692,0.818,0.843,40.79702002,345.8284067,47
AT5G49910,unknown,,19,90.13,0,0,0,0,0,0.798,0.625,0.783,0.724,0.851,0.591,588.0814306,3464.37407,64
AT1G33990,unknown,,20,88.89,0,0,0,0,0,0.769,0.709,0.835,0.735,0.837,0.771,696.2699198,2523.675934,64
AT5G47910,unknown,0.93,10,62.29,0,0,0,0,0,0.882,0.674,0.845,0.728,0.901,0.892,599.8881379,2017.878689,63
AT5G27000,unknown,0.95,23,61.93,0,0,0,0,0,0.565,0.504,0.836,0.763,0.898,0.825,10.99444311,1449.993643,14
AT5G20740,unknown,0.92,19,42.31,0,0,0,0,0,0.847,0.712,0.926,0.898,0.807,0.546,120.2842357,4482.193819,50
AT1G04120,unknown,1,16,54.22,0,0,0,0,0,0.806,0.779,0.903,0.922,0.87,0.809,413.4663298,2748.483761,64
AT4G19730,unknown,0.12,9,57.68,0,0,0,1,0,0.677,0.706,0.777,0.593,0.791,0.799,5.462812268,14.18919921,0
AT1G14220,unknown,0.447,5,63.96,0,0,0,1,0,0.582,0.553,0.892,0.785,0.878,0.71,4.562793665,386.9837989,8
AT3G48610,unknown,0.949,6,58.55,1,0,0,0,,0.87,0.827,0.962,0.922,0.818,0.755,232.3439076,730.3491388,60
AT5G17780,unknown,0.72,5,51.95,1,0,,,,0.878,0.765,0.811,0.675,0.782,0.802,15.40600525,635.0881557,15
AT2G11623,unknown,,,,0,0,,0,0,,,,,,,,,
AT4G13350,unknown,,,,0,0,0,0,0,,,,,,,,,
AT2G29720,unknown,,,,1,0,0,0,0,,,,,,,,,
AT4G16310,unknown,,,,1,0,0,0,0,,,,,,,,,
AT2G46860,unknown,0.934,6,89.05,1,0,0,0,0,0.858,0.928,0.975,0.945,0.795,0.729,4.358241682,7706.488108,13
AT4G09750,unknown,,,,0,0,0,0,1,,,,,,,,,
AT3G57620,unknown,0.629,7,54.01,0,0,0,0,0,0.7,0.661,0.925,0.903,0.722,0.623,3.793739237,469.4128043,4
AT5G11110,unknown,0.94,10,68.54,0,0,0,0,0,0.923,0.876,0.901,0.874,0.917,0.917,85.76488355,1454.718236,63
AT1G08065,unknown,0.726,8,57.77,0,0,0,1,0,0.742,0.596,0.817,0.843,0.763,0.73,5.05360825,292.5786893,4
AT3G47560,unknown,,5,69.38,0,0,,,,0.876,0.814,0.923,0.872,0.759,0.659,330.111687,1057.758065,63
AT3G26690,unknown,,7,75,1,0,0,0,0,0.821,0.771,0.757,0.704,0.782,0.812,163.3929127,2052.623939,63
AT2G33630,unknown,,4,32.82,NA,NA,0,0,1,0.832,0.837,0.816,0.765,0.823,0.71,371.3599136,1217.4305,63
AT2G47630,unknown,1,16,81.3,0,0,0,0,0,0.809,0.795,0.726,0.639,0.85,0.764,234.2416422,1209.553695,60
AT2G41040,unknown,,2,50.53,1,0,0,0,0,0.853,0.795,0.758,0.683,0.913,0.921,134.6684432,1759.77409,64
AT5G54390,unknown,1,6,44.29,1,0,0,0,0,0.807,0.692,0.868,0.84,0.884,0.849,1008.202604,2365.081494,64
AT5G57110,unknown,1,28,73.43,1,0,0,0,0,0.916,0.761,0.766,0.698,0.936,0.896,401.6980952,1228.489567,64
AT2G02390,unknown,0.97,2,83.71,0,0,0,0,0,0.913,0.883,0.932,0.899,0.892,0.829,316.9090647,4949.13493,64
AT1G68420,unknown,,6,67.53,1,0,0,0,,0.828,0.815,0.925,0.82,0.776,0.712,10.33983607,37.22446332,2
AT2G34790,unknown,,27,80.79,1,0,0,1,0,0.69,0.657,0.821,0.816,0.665,0.596,43.72805515,1052.528571,56
AT4G19120,unknown,1,29,75.04,1,0,0,0,0,0.841,0.667,0.809,0.763,0.826,0.68,839.7670766,5103.729421,64
AT1G78210,unknown,0.97,9,47.92,1,0,0,0,0,0.732,0.662,0.764,0.66,0.957,0.928,398.3872184,3919.409586,63
AT1G12880,unknown,0.99,7,75,0,0,0,0,0,0.734,0.732,0.663,0.667,0.883,0.845,163.453337,839.8332994,64
AT3G60060,unknown,0.09,9,74.07,NA,NA,0,0,,0.873,0.787,0.89,0.843,0.668,0.653,4.081715872,7.762765313,0
AT4G24140,unknown,0.96,5,55.74,1,0,0,0,0,0.666,0.602,0.797,0.704,0.841,0.779,23.52198668,2782.433168,31
AT1G07180,unknown,0.9,7,82.1,1,0,0,0,0,0.928,0.843,0.79,0.76,0.882,0.834,200.5585438,1121.378975,52
AT3G03520,unknown,0.86,6,62.05,0,0,0,1,0,0.806,0.743,0.691,0.667,0.816,0.79,43.43760666,783.567695,38
AT4G14430,unknown,0.93,3,79.58,0,0,0,1,0,0.803,0.716,0.94,0.891,0.807,0.664,396.6971321,1136.18075,64
AT1G19250,unknown,0.51,2,74.15,NA,NA,0,0,0,0.909,0.895,0.851,0.908,0.759,0.728,8.721210632,250.8773143,11
AT1G14700,unknown,0.91,5,74.92,0,0,0,0,0,0.889,0.823,0.958,0.862,0.793,0.594,100.8387207,743.1852734,38
AT1G60730,unknown,0.779,12,82.69,NA,NA,,,,0.878,0.883,0.95,0.889,0.82,0.825,88.59362563,1092.56373,59
AT3G09940,unknown,0.56,5,74.42,1,0,0,0,0,0.813,0.722,0.918,0.796,0.934,0.953,14.74160664,1446.382859,28
AT4G38950,unknown,0.97,8,76.86,1,0,0,0,0,0.91,0.874,0.855,0.747,0.853,0.682,58.13142713,2129.070504,56
AT4G30300,unknown,0.461,3,67.43,0,0,0,0,,0.887,0.876,0.914,0.908,0.746,0.688,4.390108536,9.173056711,0
AT4G25100,unknown,0.97,6,61.68,NA,NA,0,0,0,0.688,0.518,0.968,0.924,0.891,0.831,1824.860557,12095.59576,60
AT2G28470,unknown,,18,57.48,0,0,0,0,0,0.793,0.708,0.949,0.905,0.863,0.812,762.4672532,4622.459487,64
AT5G24410,unknown,0.697,5,73.6,0,0,0,1,0,0.671,0.592,0.77,0.753,0.727,0.695,9.663759844,465.472399,14
AT1G62180,unknown,,3,77.1,0,0,0,0,0,0.724,0.718,0.65,0.682,0.75,0.711,925.4863715,4372.830584,63
AT4G34650,unknown,0.729,2,79.02,NA,NA,0,1,0,0.909,0.886,0.812,0.715,0.92,0.865,21.41170961,89.26874435,23
AT5G58210,unknown,,1,50,0,0,,,,0.827,0.699,0.803,0.731,0.559,0.507,47.81740952,839.8923095,61
AT1G58180,unknown,0.97,6,48.96,1,0,,,,0.88,0.81,0.877,0.825,0.914,0.893,453.0432033,2756.899307,63
AT5G17330,unknown,0.74,7,81.91,0,0,0,0,0,0.832,0.827,0.79,0.825,0.959,0.942,37.04615239,8219.397616,42
AT4G29740,unknown,0.59,8,67.86,0,0,,,,0.78,0.593,0.679,0.697,0.908,0.727,63.48287795,620.5600785,41
AT3G02580,unknown,1,2,79.08,NA,NA,0,1,0,0.72,0.618,0.856,0.745,0.802,0.679,403.4530205,878.7079784,64
AT1G16420,unknown,0.43,6,48.58,0,0,0,0,,0.871,0.81,0.818,0.767,0.609,0.524,8.842004405,103.7046654,10
AT1G23730,unknown,,6,75.19,0,0,0,0,0,0.518,0.478,0.835,0.801,0.724,0.584,47.30738571,2900.489799,44
AT3G61210,unknown,0.91,6,64.73,0,1,0,0,0,0.856,0.766,0.822,0.8,0.931,0.929,87.45435923,1620.608335,52
AT1G20630,unknown,1,3,86.79,0,1,0,1,0,0.855,0.802,0.919,0.945,0.689,0.732,469.475411,6828.921573,64
AT1G75270,unknown,1,4,75.94,1,0,0,0,0,0.729,0.825,0.872,0.841,0.717,0.659,350.4409354,2415.09973,64
AT5G44110,unknown,0.99,3,83.45,1,0,0,0,0,0.728,0.661,0.682,0.627,0.896,0.856,260.4211808,3346.224003,64
AT3G52720,unknown,0.93,8,41.79,0,1,0,0,0,0.848,0.796,0.937,0.925,0.781,0.607,423.8878176,3045.506462,58
AT4G28710,unknown,,20,73.09,0,0,0,0,0,0.709,0.631,0.596,0.603,0.6,0.486,31.85114657,135.7234918,52
AT5G11650,unknown,0.98,16,60.13,0,0,0,0,0,0.878,0.807,0.858,0.785,0.911,0.747,310.3253541,1054.325901,64
AT1G10770,unknown,0.78,5,56.89,NA,NA,0,0,0,0.876,0.835,0.635,0.519,0.656,0.675,11.63605664,24838.57487,24
AT2G32030,unknown,0.74,3,69.68,0,0,0,1,0,0.893,0.846,0.799,0.908,0.86,0.723,48.75578815,316.8470985,40
AT5G66040,unknown,0.95,5,61.86,0,0,0,0,,0.802,0.735,0.665,0.673,0.651,0.64,1332.951062,7927.405614,64
AT1G62660,unknown,0.995,8,76.96,NA,NA,0,0,0,0.748,0.753,0.922,0.879,0.924,0.82,288.7119831,4789.384975,63
AT5G44070,unknown,1,2,78.31,0,0,0,0,0,0.84,0.763,0.866,0.843,0.751,0.743,566.4606815,2495.231352,63
AT2G02990,unknown,0.96,5,64.77,0,0,0,0,0,0.832,0.847,0.875,0.872,0.867,0.864,43.34190563,5632.22604,36
AT1G64470,unknown,0.87,27,51.04,NA,NA,0,0,,0.666,0.716,0.924,0.75,0.77,0.802,43.81629189,1017.728559,48
AT3G02590,unknown,0.67,2,79.08,0,0,0,1,0,0.695,0.628,0.864,0.82,0.65,0.63,8.177586944,113.2258593,5
AT5G51830,unknown,1,12,73.97,0,1,0,0,,0.85,0.745,0.882,0.897,0.834,0.715,108.6838374,1504.537739,63
AT4G34640,unknown,1,2,79.02,0,0,0,1,0,0.799,0.805,0.84,0.754,0.854,0.773,457.04216,1181.508579,64
AT1G15040,unknown,,3,60.67,0,0,0,0,0,0.894,0.755,0.728,0.653,0.698,0.614,7.488220494,2365.178086,15
AT3G54150,unknown,0.63,6,78.39,1,1,0,0,0,0.864,0.816,0.915,0.794,0.682,0.579,17.054392,357.2930173,26
AT5G14780,unknown,0.98,11,32.29,0,0,0,0,0,0.867,0.868,0.866,0.893,0.756,0.731,1117.301715,11490.03745,64
AT5G63800,unknown,0.969,18,58.87,1,0,0,1,0,0.759,0.846,0.83,0.696,0.932,0.907,310.37371,3441.440424,62
AT4G38740,unknown,1,27,90.64,1,0,0,0,0,0.717,0.601,0.651,0.581,0.766,0.789,3257.968699,13879.50639,64
AT4G26910,unknown,,8,79.53,1,1,0,0,0,0.908,0.85,0.894,0.847,0.949,0.837,360.3837873,1092.648945,64
AT4G19880,unknown,1,4,78,0,1,,,,0.856,0.873,0.901,0.872,0.883,0.839,299.7560569,5450.225929,64
AT4G29260,unknown,,10,67.45,1,0,0,1,0,0.836,0.755,0.808,0.775,0.911,0.84,294.1141923,706.9897894,64
AT5G09590,unknown,0.99,19,95.5,0,0,0,1,0,0.943,0.76,0.856,0.769,0.692,0.758,734.340177,4000.237023,64
AT5G54160,unknown,0.999,17,54.15,0,1,0,0,0,0.774,0.732,0.831,0.764,0.815,0.715,1875.305866,11176.52883,64
AT4G27370,unknown,0.77,20,81.01,0,0,0,0,0,0.853,0.727,0.869,0.817,0.832,0.701,48.53828002,1236.636047,61
AT1G12240,unknown,0.88,8,76.96,0,0,0,0,0,0.747,0.72,0.898,0.858,0.969,0.929,1061.809483,3985.459299,64
AT4G32870,unknown,0.89,2,40,1,1,0,0,0,0.885,0.904,0.817,0.784,0.746,0.738,184.561676,2285.372803,61
AT1G30510,unknown,0.955,5,85.25,1,0,,,,0.887,0.804,0.619,0.66,0.962,0.887,126.1322296,2179.903567,62
AT2G18230,unknown,0.97,6,79.08,1,0,0,0,,0.888,0.783,0.817,0.728,0.872,0.807,611.0309175,2074.691654,62
AT5G64000,unknown,,6,70.52,1,0,0,1,0,0.858,0.864,0.885,0.797,0.765,0.539,20.45263127,398.8117827,26
AT2G34500,unknown,0.68,4,82.16,1,0,0,1,0,0.917,0.922,0.913,0.919,0.86,0.792,4.792144285,519.5048598,12
AT5G58700,unknown,0.86,9,57.05,0,1,0,1,0,0.829,0.798,0.83,0.755,0.819,0.835,100.375292,3227.326537,62
AT2G33240,unknown,0.482,20,77.4,1,0,0,0,0,0.78,0.627,0.855,0.81,0.751,0.773,15.84030932,715.5961856,11
AT4G34540,unknown,,8,50.66,1,0,0,0,0,0.801,0.787,0.821,0.796,0.726,0.661,107.6738078,311.3031517,64
AT2G29990,unknown,0.98,7,81.71,0,0,0,0,0,0.888,0.875,0.896,0.777,0.844,0.882,97.92071974,811.4540501,64
AT5G01670,unknown,0.87,10,41.84,1,0,,,,0.868,0.909,0.839,0.725,0.911,0.892,72.61814341,10907.62888,61
AT2G20290,unknown,0.87,20,70.36,0,0,0,0,0,0.848,0.836,0.806,0.728,0.769,0.589,33.09098625,190.0183931,43
AT1G14210,unknown,,5,56.86,0,0,0,1,,0.753,0.677,0.818,0.66,0.943,0.89,83.56426258,1274.9448,64
AT4G37640,unknown,1,28,92.91,0,0,0,0,0,0.841,0.814,0.864,0.851,0.833,0.778,535.3663756,1597.406595,64
AT2G24520,unknown,0.94,28,82.06,0,0,0,0,0,0.698,0.675,0.775,0.669,0.853,0.818,42.07027986,115.6654295,50
AT1G27930,unknown,1,10,69.96,0,0,0,0,0,0.813,0.758,0.894,0.668,0.714,0.676,453.0388781,1064.637645,59
AT3G60330,unknown,,28,75.63,0,0,0,0,0,0.604,0.574,0.662,0.813,0.904,0.921,8.05145282,1041.608903,9
AT2G01880,unknown,0.569,5,58.96,0,0,0,1,0,0.641,0.625,0.738,0.724,0.942,0.922,5.317137588,1674.468139,7
AT2G17260,unknown,0.918,20,78.07,0,0,0,0,0,0.76,0.725,0.697,0.664,0.904,0.881,20.36195773,116.7201458,24
AT1G21980,unknown,1,11,87.77,0,0,0,0,0,0.736,0.684,0.886,0.878,0.865,0.915,254.6835092,972.348098,64
AT1G77740,unknown,1,11,89.71,0,0,0,1,0,0.661,0.526,0.836,0.833,0.837,0.7,225.6919984,558.6794418,64
AT5G66460,unknown,0.98,8,59.65,0,0,0,0,0,0.867,0.811,0.846,0.727,0.868,0.911,73.97362581,1903.466692,64
AT2G21130,unknown,0.98,27,90.64,0,0,0,0,0,0.72,0.629,0.798,0.642,0.841,0.832,339.6104831,3676.466924,64
AT3G62700,unknown,1,16,81.73,0,0,0,0,0,0.84,0.813,0.83,0.707,0.829,0.809,843.040629,4335.158271,64
AT3G17760,unknown,,,,0,0,0,1,0,,,,,,,,,
AT3G15650,unknown,,13,77.74,0,0,,,,0.648,0.708,0.682,0.566,0.803,0.746,66.18547598,485.1096435,46
AT4G35770,unknown,1,5,61.86,0,0,0,0,0,0.92,0.733,0.756,0.672,0.864,0.868,247.0120667,10539.06741,57
AT2G34490,unknown,0.93,4,82.16,NA,NA,0,1,0,0.828,0.805,0.601,0.551,0.83,0.822,148.0763809,1299.124121,56
AT4G30110,unknown,0.97,8,73.51,1,0,0,1,0,0.765,0.645,0.941,0.875,0.922,0.871,13.91964635,349.1756459,24
AT1G78970,unknown,,15,79.47,0,0,0,0,0,0.824,0.748,0.923,0.902,0.883,0.842,115.5947217,3062.870426,59
AT1G25230,unknown,0.999,5,68.56,1,1,0,0,0,0.859,0.759,0.812,0.765,0.693,0.687,486.1877425,5094.877311,57
AT3G54240,unknown,0.89,13,56.52,0,1,0,0,,0.709,0.838,0.881,0.842,0.791,0.624,3.378782143,3194.548505,4
AT4G22753,unknown,,5,75.86,0,0,0,1,0,0.767,0.799,0.836,0.704,0.917,0.894,167.2178555,942.7659498,52
AT3G23570,unknown,1,4,67.36,1,1,0,1,0,0.762,0.81,0.911,0.868,0.805,0.778,534.8608849,1717.10329,63
AT3G13790,unknown,0.96,8,70.26,1,0,0,1,0,0.82,0.784,0.899,0.788,0.742,0.842,253.1246907,5482.335259,57
AT5G48900,unknown,0.999,26,85.61,0,1,0,0,0,0.708,0.593,0.933,0.942,0.757,0.626,342.2523679,7527.529545,63
AT1G74300,unknown,,13,83.49,0,0,,1,0,0.747,0.729,0.837,0.821,0.771,0.742,62.02702822,383.5347343,64
AT2G23170,unknown,0.99,20,85.1,NA,NA,0,0,0,0.588,0.458,0.861,0.864,0.813,0.82,94.56445257,1055.215956,52
AT4G19810,unknown,0.765,9,74.52,0,0,0,1,0,0.832,0.856,0.887,0.845,0.831,0.808,14.42580996,1502.754151,21
AT2G33590,unknown,0.95,26,87.23,NA,NA,0,1,0,0.895,0.722,0.925,0.95,0.923,0.876,291.1590679,13023.78935,63
AT5G24420,unknown,0.99,5,68.8,0,0,0,1,0,0.773,0.806,0.798,0.76,0.831,0.924,123.0274247,9296.755122,51
AT1G67980,unknown,0.699,7,76.82,0,0,0,1,0,0.72,0.725,0.949,0.958,0.776,0.749,16.75513998,543.2041529,21
AT1G52760,unknown,1,16,42.31,0,0,0,0,1,0.815,0.818,0.855,0.79,0.746,0.683,726.4463695,7168.764381,63
AT2G14750,unknown,0.99,4,74.63,0,0,0,0,0,0.808,0.926,0.915,0.887,0.927,0.974,893.8685975,5061.383374,64
AT2G01890,unknown,0.91,5,74.92,NA,NA,0,1,0,0.745,0.74,0.861,0.908,0.771,0.848,63.75029415,3440.594681,57
AT2G32120,unknown,0.85,19,35.46,0,1,0,0,0,0.895,0.724,0.837,0.857,0.871,0.844,50.61748229,3395.524767,63
AT4G30470,unknown,0.98,26,85.53,0,1,0,0,0,0.858,0.802,0.784,0.775,0.88,0.925,520.8038107,4404.304346,64
AT4G00900,unknown,1,28,65.73,0,0,0,0,0,0.812,0.723,0.943,0.946,0.919,0.842,96.37818366,566.699569,63
AT3G20500,unknown,1,20,60.6,1,0,0,0,0,0.849,0.66,0.896,0.732,0.892,0.813,524.7666088,2470.947666,64
AT1G70410,unknown,0.99,6,75.19,0,0,,,,0.923,0.844,0.953,0.919,0.701,0.622,2048.726311,4953.0568,61
AT2G39420,unknown,0.941,16,78.8,1,0,0,1,0,0.747,0.735,0.781,0.655,0.943,0.943,247.9851742,3742.128566,63
AT4G37980,unknown,0.93,9,84.31,0,0,0,1,0,0.833,0.799,0.878,0.829,0.93,0.941,713.3863603,6105.241845,52
AT1G18360,unknown,,16,79.2,1,1,0,0,0,0.816,0.682,0.897,0.89,0.74,0.667,226.5576151,689.3164522,63
AT3G25780,unknown,0.94,4,77.46,0,0,0,1,0,0.771,0.82,0.908,0.817,0.889,0.932,133.7186574,2400.219964,59
AT5G03760,unknown,0.99,14,72.28,0,0,0,0,0,0.783,0.82,0.823,0.819,0.731,0.633,249.0016673,5332.271486,59
AT1G11730,unknown,0.8,14,62.58,1,0,0,0,,0.776,0.736,0.706,0.709,0.762,0.694,33.24536855,194.6998139,41
AT5G02490,unknown,1,19,93.87,0,0,0,1,0,0.915,0.913,0.9,0.798,0.69,0.635,304.6577962,2960.489743,64
AT5G44410,unknown,0.98,27,74.12,0,0,0,1,0,0.873,0.807,0.946,0.937,0.78,0.799,151.1765318,881.8318311,64
AT5G56870,unknown,0.98,18,81.43,1,1,0,0,0,0.763,0.75,0.858,0.783,0.846,0.774,544.4520056,10206.08173,63
AT1G78380,unknown,1,28,75.93,1,1,0,1,0,0.8,0.708,0.901,0.934,0.638,0.72,6421.118712,18134.67337,64
AT5G16990,unknown,0.95,15,91.52,1,0,0,1,0,0.833,0.694,0.725,0.647,0.811,0.856,449.2112363,797.9400897,64
AT4G37990,unknown,0.95,9,84.31,1,0,0,1,0,0.72,0.794,0.903,0.905,0.948,0.891,38.00971296,10696.49897,53
AT3G54420,unknown,0.825,14,59.13,1,0,0,0,0,0.827,0.863,0.852,0.827,0.799,0.664,63.79069595,859.607021,50
AT2G47800,unknown,1,16,81.6,0,0,0,0,0,0.795,0.775,0.828,0.751,0.729,0.688,191.0924321,1187.544673,63
AT3G57330,unknown,0.97,28,87.34,0,0,0,0,0,0.864,0.765,0.846,0.74,0.835,0.784,668.92803,2875.172281,64
AT3G51430,unknown,0.93,15,82.21,0,0,0,1,0,0.888,0.873,0.872,0.837,0.83,0.734,284.717292,3732.937581,64
AT5G10300,unknown,0.98,20,54.21,1,1,0,0,0,0.89,0.787,0.914,0.916,0.913,0.878,217.9592505,1808.233698,63
AT4G00490,GM,,9,67.19,0,0,0,0,0,0.811,0.795,0.939,0.88,0.813,0.754,339.788214,891.684623,64
AT4G33010,GM,1,2,90.53,0,0,0,0,0,0.849,0.81,0.98,0.913,0.803,0.65,3100.255239,8925.92018,64
AT1G27480,GM,0.99,3,30.39,0,0,0,0,0,0.771,0.665,0.966,0.933,0.797,0.684,145.9434493,478.5589845,52
AT1G11720,GM,1,6,46.34,0,0,,,,0.898,0.882,0.849,0.77,0.882,0.873,166.9337031,536.3983893,61
AT1G23740,GM,,6,33.72,1,0,0,0,1,0.812,0.781,0.929,0.837,0.923,0.951,1600.828974,4221.385799,62
AT4G35020,GM,1,76,92.13,0,0,0,0,0,0.76,0.671,0.869,0.817,0.81,0.686,315.6403502,1070.27684,64
AT1G18170,GM,0.98,3,65.75,0,0,0,0,1,0.841,0.766,0.956,0.906,0.813,0.724,131.5121217,495.5451738,55
AT3G49870,GM,,,,1,1,0,1,0,,,,,,,,,
AT3G15520,GM,,2,27.79,0,0,0,0,0,0.944,0.923,0.968,0.96,0.843,0.675,322.7601462,1562.060407,59
AT1G75840,GM,,76,97.94,1,0,0,0,0,0.844,0.704,0.742,0.685,0.799,0.647,351.9172181,663.0645437,63
AT5G35590,GM,,,,0,1,0,0,0,,,,,,,,,
AT5G05580,GM,,,,1,1,0,0,0,,,,,,,,,
AT3G20540,GM,,,,0,0,,,,,,,,,,,,
AT2G29650,GM,0.89,6,80.19,0,0,0,0,0,0.782,0.57,0.832,0.727,0.927,0.884,461.4678071,2214.212131,61
AT4G35250,GM,1,8,33.33,0,0,0,0,1,0.865,0.834,0.971,0.93,0.863,0.837,1177.956162,3922.683713,62
AT1G16300,GM,,,,0,0,0,0,0,,,,,,,,,
AT4G18780,GM,,,,NA,NA,0,0,0,,,,,,,,,
AT5G48545,GM,,,,NA,NA,0,0,0,,,,,,,,,
AT5G13410,GM,1,24,34,0,0,0,0,0,0.766,0.715,0.951,0.942,0.756,0.613,406.29622,1151.275942,64
AT3G02610,GM,,,,0,0,0,1,0,,,,,,,,,
AT5G04885,GM,,,,NA,NA,0,0,0,,,,,,,,,
AT1G20090,GM,1,76,97.94,0,0,0,0,0,0.815,0.632,0.721,0.674,0.778,0.608,919.5069624,1809.545928,64
AT5G66450,GM,,,,0,0,,,,,,,,,,,,
AT2G01900,GM,0.44,11,54.93,0,0,0,0,0,0.749,0.732,0.912,0.845,0.786,0.715,5.986380365,232.3737422,7
AT1G45201,GM,,,,1,0,0,0,0,,,,,,,,,
AT3G62110,GM,0.995,67,56.06,0,0,0,0,0,0.867,0.776,0.959,0.9,0.851,0.769,313.0710531,960.2122026,64
AT5G61730,GM,,,,0,1,0,1,0,,,,,,,,,
AT3G10060,GM,,24,43.16,0,1,0,0,0,0.939,0.867,0.987,0.92,0.875,0.665,367.8175491,1598.126307,60
AT3G14890,GM,0.99,1,37.5,0,0,0,0,1,0.839,0.718,0.639,0.499,0.741,0.67,159.1858767,702.6560651,62
